timestamp,open,high,low,close,volume
2025-07-23 16:00:00,282.22,288.99,264.75,267.2,2948081.0
2025-07-23 17:00:00,267.1,282.01,265.37,269.0,179867.0
2025-07-23 18:00:00,269.0,282.01,266.9049,267.22,649423.0
2025-07-23 19:00:00,282.01,282.01,266.57,267.4698,625438.0
2025-07-24 04:00:00,268.18,268.49,267.0,267.39,11790.0
2025-07-24 05:00:00,267.31,267.5,266.62,267.2,9186.0
2025-07-24 06:00:00,267.2,267.22,266.2,267.0,9791.0
2025-07-24 07:00:00,267.09,267.44,264.57,265.9,60825.0
2025-07-24 08:00:00,266.9988,282.01,262.5,264.32,263297.0
2025-07-24 09:00:00,264.34,264.7,253.15,253.25,5567889.0
2025-07-24 10:00:00,253.18,259.79,252.75,258.06,6115492.0
2025-07-24 11:00:00,258.06,260.19,257.5,259.05,2168267.0
2025-07-24 12:00:00,259.07,262.0486,259.05,260.9,1752043.0
2025-07-24 13:00:00,261.0296,261.9699,258.5,260.655,1302354.0
2025-07-24 14:00:00,260.655,261.24,258.78,258.9503,1534121.0
2025-07-24 15:00:00,258.935,260.7,258.07,260.555,2806091.0
2025-07-24 16:00:00,260.555,260.78,260.0,260.47,2949340.0
2025-07-24 17:00:00,260.5,260.7,260.39,260.68,4704.0
2025-07-24 18:00:00,260.6799,260.69,260.4,260.49,971377.0
2025-07-24 19:00:00,260.51,260.98,260.4063,260.73,967442.0
2025-07-25 04:00:00,262.21,262.21,260.64,260.9,3897.0
2025-07-25 05:00:00,260.84,261.17,260.73,260.87,1673.0
2025-07-25 06:00:00,260.87,261.4,260.75,261.33,2950.0
2025-07-25 07:00:00,261.16,261.38,260.51,260.52,4823.0
2025-07-25 08:00:00,260.5012,261.95,260.5,260.87,21031.0
2025-07-25 09:00:00,260.89,285.5278,257.27,257.4,1028900.0
2025-07-25 10:00:00,257.34,258.2999,256.35,258.25,1554057.0
2025-07-25 11:00:00,258.225,258.3,256.7001,257.475,832630.0
2025-07-25 12:00:00,257.38,258.85,257.21,258.545,1063364.0
2025-07-25 13:00:00,258.545,259.58,258.33,259.3237,610079.0
2025-07-25 14:00:00,259.2701,260.8,258.8301,259.97,648679.0
2025-07-25 15:00:00,259.95,260.23,258.875,259.72,1336370.0
2025-07-25 16:00:00,259.73,290.23,259.17,259.52,1842011.0
2025-07-25 17:00:00,259.55,259.72,259.18,259.38,11275.0
2025-07-25 18:00:00,259.37,259.72,259.21,259.53,606692.0
2025-07-25 19:00:00,259.72,259.72,259.25,259.55,608155.0
2025-07-28 04:00:00,259.88,261.35,259.51,260.4,3825.0
2025-07-28 05:00:00,260.41,260.51,260.38,260.5,1284.0
2025-07-28 06:00:00,260.46,260.94,260.17,260.2,1744.0
2025-07-28 07:00:00,260.17,260.44,259.5,259.6,8574.0
2025-07-28 08:00:00,260.9988,261.82,259.1,260.36,22241.0
2025-07-28 09:00:00,260.35,262.27,259.61,260.54,648219.0
2025-07-28 10:00:00,260.67,263.11,260.55,262.085,833621.0
2025-07-28 11:00:00,262.085,264.0,261.845,263.48,681522.0
2025-07-28 12:00:00,263.47,263.55,261.8685,262.18,426742.0
2025-07-28 13:00:00,262.095,262.35,261.33,262.0,416024.0
2025-07-28 14:00:00,261.995,262.575,261.69,262.225,430340.0
2025-07-28 15:00:00,262.27,263.28,262.225,263.21,1139076.0
2025-07-28 16:00:00,263.32,263.74,260.5993,263.23,1453626.0
2025-07-28 17:00:00,263.0911,263.44,263.01,263.18,2915.0
2025-07-28 18:00:00,263.15,263.4,262.8,262.914,441800.0
2025-07-28 19:00:00,263.21,263.4,262.86,263.0,440917.0
2025-07-29 04:00:00,263.21,263.99,263.21,263.81,2200.0
2025-07-29 05:00:00,263.78,263.98,263.75,263.75,906.0
2025-07-29 06:00:00,263.82,263.95,263.69,263.83,1452.0
2025-07-29 07:00:00,263.75,263.82,263.36,263.49,1930.0
2025-07-29 08:00:00,262.8012,264.18,262.53,263.69,10203.0
2025-07-29 09:00:00,263.69,265.7999,261.79,261.87,573153.0
2025-07-29 10:00:00,261.91,263.26,261.29,262.625,596222.0
2025-07-29 11:00:00,262.715,263.15,261.5619,261.635,483171.0
2025-07-29 12:00:00,261.55,262.5,261.02,262.48,450519.0
2025-07-29 13:00:00,262.39,262.83,262.14,262.73,244583.0
2025-07-29 14:00:00,262.7,263.285,262.16,262.26,384728.0
2025-07-29 15:00:00,262.29,262.56,261.44,262.49,840544.0
2025-07-29 16:00:00,262.49,262.71,261.68,262.1,2591490.0
2025-07-29 17:00:00,262.24,262.4,261.6,262.25,358.0
2025-07-29 18:00:00,262.34,262.5,262.08,262.4,784396.0
2025-07-29 19:00:00,262.41,263.0,262.25,262.35,779634.0
2025-07-30 04:00:00,262.46,262.83,262.31,262.42,813.0
2025-07-30 05:00:00,262.41,262.87,262.2,262.82,399.0
2025-07-30 06:00:00,262.82,262.94,262.59,262.78,247.0
2025-07-30 07:00:00,262.74,262.92,262.39,262.47,777.0
2025-07-30 08:00:00,262.9988,263.0,260.51,262.86,6578.0
2025-07-30 09:00:00,262.87,262.99,259.81,260.6984,353225.0
2025-07-30 10:00:00,260.7069,262.0,260.2,260.46,461220.0
2025-07-30 11:00:00,260.46,260.9,259.1,259.38,569563.0
2025-07-30 12:00:00,259.282,260.485,259.0,260.08,293006.0
2025-07-30 13:00:00,260.075,260.73,259.75,260.37,207952.0
2025-07-30 14:00:00,260.32,260.6,259.26,259.31,311463.0
2025-07-30 15:00:00,259.25,260.3,258.9,260.22,793012.0
2025-07-30 16:00:00,260.22,293.79,258.492,259.35,1736549.0
2025-07-30 17:00:00,259.35,259.71,258.8,258.8,9336.0
2025-07-30 18:00:00,258.8,260.26,258.8,259.49,522045.0
2025-07-30 19:00:00,260.26,260.26,259.3,259.6,519185.0
2025-07-31 04:00:00,260.37,260.79,259.92,260.13,1937.0
2025-07-31 05:00:00,260.09,260.25,259.72,259.85,890.0
2025-07-31 06:00:00,259.9,259.9,259.3,259.3,2262.0
2025-07-31 07:00:00,259.57,259.99,259.3,259.71,3033.0
2025-07-31 08:00:00,260.26,260.95,259.3,259.93,366428.0
2025-07-31 09:00:00,259.98,259.99,256.5,257.4149,564973.0
2025-07-31 10:00:00,257.43,259.3,257.095,258.22,523108.0
2025-07-31 11:00:00,258.29,258.56,257.19,257.78,317738.0
2025-07-31 12:00:00,257.855,258.0148,257.04,257.2701,236885.0
2025-07-31 13:00:00,257.39,257.4084,255.851,255.9703,403681.0
2025-07-31 14:00:00,255.995,256.16,255.075,255.53,457405.0
2025-07-31 15:00:00,255.53,255.74,252.22,253.15,2512721.0
2025-07-31 16:00:00,253.07,254.5,252.57,253.34,3235340.0
2025-07-31 17:00:00,253.34,253.5,253.0,253.07,4299.0
